Review,Liked,Review_cleaned,Review_lemmatized,Review_tokenized,Review_Length,polarity,sentiment
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,if want wait mediocre food terrible service place you,if want wait mediocre food terrible service place you,"['if', 'want', 'wait', 'mediocre', 'food', 'terrible', 'service', 'place', 'you']",101,-0.4215,0
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,rated i,rated i,"['rated', 'i']",48,0.0,0
We won't be going back.,0,we wont going back,we wont going back,"['we', 'wont', 'going', 'back']",23,0.0,0
The place was fairly clean but the food simply wasn't worth it.,0,the place fairly clean food simply wasnt worth it,the place fairly clean food simply wasnt worth it,"['the', 'place', 'fairly', 'clean', 'food', 'simply', 'wasnt', 'worth', 'it']",63,0.2579,0
This place lacked style!!,0,this place lacked style,this place lacked style,"['this', 'place', 'lacked', 'style']",25,0.0,0
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,the half wine full,the half wine full,"['the', 'half', 'wine', 'full']",72,0.0,0
Don't bother coming here.,0,dont bother coming here,dont bother coming here,"['dont', 'bother', 'coming', 'here']",25,0.2584,1
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,the meat pretty dry i sliced pulled pork,the meat pretty dry i sliced pulled pork,"['the', 'meat', 'pretty', 'dry', 'i', 'sliced', 'pulled', 'pork']",66,0.4939,1
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,the building seems pretty bathroom pretty i eat again,the building seems pretty bathroom pretty i eat again,"['the', 'building', 'seems', 'pretty', 'bathroom', 'pretty', 'i', 'eat', 'again']",100,0.7506,1
It was equally awful.,0,it equally awful,it equally awful,"['it', 'equally', 'awful']",21,-0.4588,0
Probably not in a hurry to go back.,0,probably not go back,probably not go back,"['probably', 'not', 'go', 'back']",35,0.0,0
very slow at seating even with reservation.,0,slow seating even,slow seating even,"['slow', 'seating', 'even']",43,0.0,0
Not good by any stretch of the imagination.,0,not good,not good,"['not', 'good']",43,-0.3412,0
The cashew cream sauce was bland and the vegetables were undercooked.,0,the cream sauce bland vegetables undercooked,the cream sauce bland vegetable undercooked,"['the', 'cream', 'sauce', 'bland', 'vegetable', 'undercooked']",69,0.0,0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,the tasteless seemed thin no heat,the tasteless seemed thin no heat,"['the', 'tasteless', 'seemed', 'thin', 'no', 'heat']",90,-0.296,0
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,it bit sweet not really spicy enough lacked flavor,it bit sweet not really spicy enough lacked flavor,"['it', 'bit', 'sweet', 'not', 'really', 'spicy', 'enough', 'lacked', 'flavor']",67,0.4588,1
I was VERY disappointed!!,0,i very disappointed,i very disappointed,"['i', 'very', 'disappointed']",25,-0.5256,0
This place is horrible and way overpriced.,0,this place horrible way overpriced,this place horrible way overpriced,"['this', 'place', 'horrible', 'way', 'overpriced']",42,-0.5423,0
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,maybe vegetarian fare ive twice i thought average best,maybe vegetarian fare ive twice i thought average best,"['maybe', 'vegetarian', 'fare', 'ive', 'twice', 'i', 'thought', 'average', 'best']",96,0.6369,1
It wasn't busy at all and now we know why.,0,it wasnt busy know why,it wasnt busy know why,"['it', 'wasnt', 'busy', 'know', 'why']",42,0.0,0
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,the tables outside also dirty lot time not always friendly helpful menu,the table outside also dirty lot time not always friendly helpful menu,"['the', 'table', 'outside', 'also', 'dirty', 'lot', 'time', 'not', 'always', 'friendly', 'helpful', 'menu']",118,-0.782,0
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,the ambiance not feel like buffet setting tea biscuits,the ambiance not feel like buffet setting tea biscuit,"['the', 'ambiance', 'not', 'feel', 'like', 'buffet', 'setting', 'tea', 'biscuit']",111,-0.2755,0
Con: spotty service.,0,service,service,['service'],20,0.0,0
"The fries were not hot, and neither was my burger.",0,the fries not hot burger,the fry not hot burger,"['the', 'fry', 'not', 'hot', 'burger']",50,0.0,0
But then they came back cold.,0,but came back cold,but came back cold,"['but', 'came', 'back', 'cold']",29,0.0,0
"Then our food came out, disappointment ensued.",0,then food came out disappointment,then food came out disappointment,"['then', 'food', 'came', 'out', 'disappointment']",46,-0.5106,0
The real disappointment was our waiter.,0,the real disappointment waiter,the real disappointment waiter,"['the', 'real', 'disappointment', 'waiter']",39,-0.5106,0
My husband said she was very rude... did not even apologize for the bad food or anything.,0,my husband said rude not even bad food anything,my husband said rude not even bad food anything,"['my', 'husband', 'said', 'rude', 'not', 'even', 'bad', 'food', 'anything']",89,-0.0387,0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,the eat would night get stomach,the eat would night get stomach,"['the', 'eat', 'would', 'night', 'get', 'stomach']",120,0.0,0
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,go outside break serving it,go outside break serving it,"['go', 'outside', 'break', 'serving', 'it']",107,0.0,0
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,if someone orders two tacos dont think may part customer service ask,if someone order two taco dont think may part customer service ask,"['if', 'someone', 'order', 'two', 'taco', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask']",114,0.0,0
She was quite disappointed although some blame needs to be placed at her door.,0,she quite disappointed although needs door,she quite disappointed although need door,"['she', 'quite', 'disappointed', 'although', 'need', 'door']",78,-0.5256,0
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,after reviews i wait eat disappointment,after review i wait eat disappointment,"['after', 'review', 'i', 'wait', 'eat', 'disappointment']",82,-0.5106,0
Del Taco is pretty nasty and should be avoided if possible.,0,taco pretty nasty possible,taco pretty nasty possible,"['taco', 'pretty', 'nasty', 'possible']",59,-0.1027,0
It's NOT hard to make a decent hamburger.,0,its not hard make decent,it not hard make decent,"['it', 'not', 'hard', 'make', 'decent']",41,0.0762,1
But I don't like it.,0,but i dont like it,but i dont like it,"['but', 'i', 'dont', 'like', 'it']",20,-0.395,0
Hell no will I go back,0,no i go back,no i go back,"['no', 'i', 'go', 'back']",22,-0.296,0
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,weve much better service pizza place next door received restaurant,weve much better service pizza place next door received restaurant,"['weve', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'received', 'restaurant']",122,0.4404,1
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,i dont know big deal place i wont back,i dont know big deal place i wont back,"['i', 'dont', 'know', 'big', 'deal', 'place', 'i', 'wont', 'back']",81,0.0,0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,i immediately said i wanted talk manager i not want talk guy behind bar,i immediately said i wanted talk manager i not want talk guy behind bar,"['i', 'immediately', 'said', 'i', 'wanted', 'talk', 'manager', 'i', 'not', 'want', 'talk', 'guy', 'behind', 'bar']",136,-0.0572,0
The ambiance isn't much better.,0,the ambiance isnt much better,the ambiance isnt much better,"['the', 'ambiance', 'isnt', 'much', 'better']",31,-0.3412,0
"Unfortunately, it only set us up for disapppointment with our entrees.",0,unfortunately set us entrees,unfortunately set u entree,"['unfortunately', 'set', 'u', 'entree']",70,-0.34,0
The food wasn't good.,0,the food wasnt good,the food wasnt good,"['the', 'food', 'wasnt', 'good']",21,-0.3412,0
"Your servers suck, wait, correction, our server Heimer sucked.",0,your servers suck wait server sucked,your server suck wait server sucked,"['your', 'server', 'suck', 'wait', 'server', 'sucked']",62,-0.7096,0
What happened next was pretty....off putting.,0,what happened next,what happened next,"['what', 'happened', 'next']",45,0.0,0
"too bad cause I know it's family owned, I really wanted to like this place.",0,bad i know family i really wanted like place,bad i know family i really wanted like place,"['bad', 'i', 'know', 'family', 'i', 'really', 'wanted', 'like', 'place']",75,-0.1832,0
Overpriced for what you are getting.,0,overpriced getting,overpriced getting,"['overpriced', 'getting']",36,0.0,0
I vomited in the bathroom mid lunch.,0,i bathroom mid lunch,i bathroom mid lunch,"['i', 'bathroom', 'mid', 'lunch']",36,0.0,0
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,i kept looking time soon become minutes yet still no food,i kept looking time soon become minute yet still no food,"['i', 'kept', 'looking', 'time', 'soon', 'become', 'minute', 'yet', 'still', 'no', 'food']",80,-0.296,0
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,i places eat no would i ever return to list,i place eat no would i ever return to list,"['i', 'place', 'eat', 'no', 'would', 'i', 'ever', 'return', 'to', 'list']",113,-0.296,1
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,we started tuna sashimi color wasnt fresh,we started tuna sashimi color wasnt fresh,"['we', 'started', 'tuna', 'sashimi', 'color', 'wasnt', 'fresh']",88,-0.2411,0
Food was below average.,0,food average,food average,"['food', 'average']",23,0.0,0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,it sure beat nachos i would expect little bit coming restaurant,it sure beat nacho i would expect little bit coming restaurant,"['it', 'sure', 'beat', 'nacho', 'i', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",105,0.3182,1
"All in all, Ha Long Bay was a bit of a flop.",0,all all long bay bit,all all long bay bit,"['all', 'all', 'long', 'bay', 'bit']",44,0.0,0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,the i sandwich no subway which offers better amount vegetables,the i sandwich no subway which offer better amount vegetable,"['the', 'i', 'sandwich', 'no', 'subway', 'which', 'offer', 'better', 'amount', 'vegetable']",149,0.1779,0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,shrimp when i i live literally ice cold,shrimp when i i live literally ice cold,"['shrimp', 'when', 'i', 'i', 'live', 'literally', 'ice', 'cold']",94,0.0,0
"It lacked flavor, seemed undercooked, and dry.",0,it lacked flavor seemed undercooked dry,it lacked flavor seemed undercooked dry,"['it', 'lacked', 'flavor', 'seemed', 'undercooked', 'dry']",46,0.0,0
It really is impressive that the place hasn't closed down.,0,it really place,it really place,"['it', 'really', 'place']",58,0.0,1
